"음식점및숙박서비스",120.36,120.67,121.12,121.39,120.87,121.43
"음식점및주점",120.61,120.96,121.11,121.13,121.09,121.54
"일반음식점",120.72,120.81,120.96,121.10,121.27,121.57
"기타음식점",125.94,127.37,127.57,127.83,126.81,128.33
"비알콜음료점",106.87,106.87,106.92,105.47,105.97,105.25
"숙박서비스",115.12,114.95,121.79,127.70,116.56,119.46
"숙박",115.12,114.95,121.79,127.70,116.56,119.46
"정보통신및방송서비스",107.93,108.09,108.12,108.02,108.06,108.21
"통신서비스",97.74,97.73,97.74,97.74,97.75,97.75
"유,무선및위성통신서비스",97.40,97.39,97.40,97.40,97.41,97.41
"유선통신서비스",101.48,101.48,101.48,101.48,101.48,101.48
"무선및위성통신서비스",95.39,95.38,95.40,95.40,95.41,95.41
"기타전기통신서비스",99.57,99.57,99.57,99.57,99.57,99.57
"통신재판매및중개서비스",100.00,100.00,100.00,100.00,100.00,100.00
"기타전기통신서비스",99.32,99.32,99.32,99.32,99.32,99.32
"정보서비스",106.17,106.34,106.38,106.04,105.81,106.13
"정보서비스",106.17,106.34,106.38,106.04,105.81,106.13
"정보제공서비스",106.17,106.34,106.38,106.04,105.81,106.13
"소프트웨어개발공급및기타IT서비스",113.61,113.61,113.61,113.61,113.61,113.70
"소프트웨어개발공급",116.38,116.38,116.38,116.38,116.38,116.38
"소프트웨어개발공급",116.38,116.38,116.38,116.38,116.38,116.38
"기타IT서비스",104.73,104.73,104.73,104.73,104.73,105.10
"기타IT서비스",104.73,104.73,104.73,104.73,104.73,105.10
"신문및출판서비스",110.80,112.98,113.33,112.55,113.38,114.43
"신문및출판서비스",110.80,112.98,113.33,112.55,113.38,114.43
"신문및출판",110.80,112.98,113.33,112.55,113.38,114.43
"영상·오디오물제작배급",128.66,128.66,128.66,128.66,128.66,128.66
"영화상영",128.66,128.66,128.66,128.66,128.66,128.66
"영화상영",128.66,128.66,128.66,128.66,128.66,128.66
"금융및보험서비스",101.18,101.33,101.53,100.18,99.75,99.86
"금융서비스",97.13,96.83,96.64,96.86,97.04,97.11
"예금취급기관",100.00,100.00,100.00,100.00,100.00,100.00
"예금취급기관",100.00,100.00,100.00,100.00,100.00,100.00
"기타금융중개기관",96.67,96.32,96.07,96.34,96.55,96.63
"금융투자기관",78.36,77.77,76.89,76.87,77.30,77.30
"기타금융중개기관",103.97,103.72,103.75,104.15,104.25,104.36
"보험서비스",96.94,96.94,96.83,96.83,96.83,96.83
"보험서비스",96.94,96.94,96.83,96.83,96.83,96.83
"비생명보험",96.94,96.94,96.83,96.83,96.83,96.83
"금융및보험보조서비스",117.77,118.97,120.38,113.89,111.66,112.05
"금융및보험보조서비스",117.77,118.97,120.38,113.89,111.66,112.05
"금융및보험보조서비스",117.77,118.97,120.38,113.89,111.66,112.05
"부동산서비스",104.42,104.61,104.71,105.01,105.08,105.26
"주거서비스",103.91,103.97,104.01,104.09,104.15,104.23
"주거서비스",103.91,103.97,104.01,104.09,104.15,104.23
"주거서비스",103.91,103.97,104.01,104.09,104.15,104.23
"기타부동산서비스",104.68,104.92,105.05,105.46,105.55,105.76
"비주거용건물임대및부동산공급",103.13,103.21,103.52,103.68,103.81,103.90
"비주거용건물임대",103.13,103.21,103.52,103.68,103.81,103.90
"부동산관련서비스",106.91,107.45,107.27,108.08,108.08,108.55
"부동산관련서비스",106.91,107.45,107.27,108.08,108.08,108.55
"전문,과학및기술서비스",111.34,111.37,111.51,111.38,111.48,111.71
"사업관련전문서비스",104.53,104.62,105.06,104.88,104.88,105.48
"법무및경영지원서비스",106.30,106.30,106.30,106.30,106.30,106.30
"법무및회계서비스",106.30,106.30,106.30,106.30,106.30,106.30
"광고",102.23,102.45,103.46,103.04,103.04,104.43
"광고",102.23,102.45,103.46,103.04,103.04,104.43
"과학기술및기타전문서비스",116.58,116.56,116.47,116.37,116.54,116.50
"건축·토목관련서비스",133.34,133.30,133.10,132.91,133.28,133.18
"건축·토목관련서비스",133.34,133.30,133.10,132.91,133.28,133.18
"기타과학기술및전문서비스",100.18,100.18,100.18,100.18,100.18,100.18
"과학기술서비스",100.18,100.18,100.18,100.18,100.18,100.18
"사업지원서비스",110.65,110.09,109.88,109.92,110.32,110.24
"장비·용품및지식재산권임대",113.03,111.54,111.50,111.61,112.00,111.82
"장비·용품및지식재산권임대",113.03,111.54,111.50,111.61,112.00,111.82
"장비·용품및지식재산권임대",113.03,111.54,111.50,111.61,112.00,111.82
"사업지원서비스",109.20,109.20,108.89,108.89,109.28,109.28
"사업시설유지관리및조경서비스",107.31,107.31,106.50,106.50,107.51,107.51
"사업시설유지관리및조경서비스",107.31,107.31,106.50,106.50,107.51,107.51
"인력공급및알선",111.95,111.95,111.95,111.95,111.95,111.95
"인력공급및알선",111.95,111.95,111.95,111.95,111.95,111.95
"기타사업지원서비스",104.57,104.57,104.57,104.57,104.57,104.57
"기타사업지원서비스",104.57,104.57,104.57,104.57,104.57,104.57
"교육서비스",109.17,109.32,109.65,109.97,110.11,110.15
"교육서비스",109.17,109.32,109.65,109.97,110.11,110.15
"교육서비스",109.17,109.32,109.65,109.97,110.11,110.15
"교육서비스",109.17,109.32,109.65,109.97,110.11,110.15
"예술,스포츠및여가관련서비스",112.01,111.76,112.87,113.12,112.55,112.08
"문화및여행관련서비스",118.89,115.81,119.65,121.13,118.20,115.83
"문화및여행관련서비스",118.89,115.81,119.65,121.13,118.20,115.83
"여행사및여행보조서비스",118.89,115.81,119.65,121.13,118.20,115.83
"스포츠및오락서비스",110.17,110.58,111.06,111.04,111.01,110.97
"스포츠및오락서비스",110.17,110.58,111.06,111.04,111.01,110.97
"스포츠서비스",109.17,109.62,109.59,109.53,109.79,109.90
"오락서비스",112.84,113.16,115.06,115.15,114.27,113.85
"기타서비스",118.45,118.49,120.67,120.77,119.98,120.01
"자동차·소비용품수리및개인서비스",118.45,118.49,120.67,120.77,119.98,120.01
"자동차및소비용품수리서비스",118.58,118.62,122.09,122.16,120.66,120.51
"자동차수리서비스",118.95,118.99,119.50,119.59,119.71,119.48
"전자통신기기및가정용품수리서비스",117.65,117.66,129.13,129.13,123.30,123.37
"개인서비스",118.19,118.27,118.48,118.65,118.91,119.21
"미용관련서비스",116.41,116.44,116.64,116.94,117.32,117.56
"세탁",126.23,126.39,126.67,126.80,126.95,127.69
"기타개인서비스",118.30,118.43,118.62,118.64,118.77,119.00
