"남아메리카",파라과이,8.308 (annual %),9.946 (annual growth as % of broad money),0.790 (annual growth as % of broad money),3.424 (%),12.510 (%),3.745 (%),4.122 (annual %),11.171 (annual growth as % of broad money),0.773 (annual growth as % of broad money),-,-,-,8.706 (annual %),11.249 (annual growth as % of broad money),1.208 (annual growth as % of broad money),-,-,-
"남아메리카",페루,2.880 (annual %),4.376 (annual growth as % of broad money),-6.975 (annual growth as % of broad money),0.697 (%),10.980 (%),0.814 (%),9.312 (annual %),3.104 (annual growth as % of broad money),3.723 (annual growth as % of broad money),4.821 (%),12.597 (%),7.475 (%),-,-,-,-,-,-
"남아메리카",세인트키츠네비스,8.860 (annual %),4.653 (annual growth as % of broad money),-5.029 (annual growth as % of broad money),2.255 (%),7.145 (%),10.831 (%),3.740 (annual %),3.412 (annual growth as % of broad money),4.892 (annual growth as % of broad money),2.053 (%),7.050 (%),3.510 (%),-1.854 (annual %),3.382 (annual growth as % of broad money),-0.257 (annual growth as % of broad money),2.000 (%),6.668 (%),0.534 (%)
"남아메리카",세인트루시아,14.864 (annual %),0.737 (annual growth as % of broad money),-3.642 (annual growth as % of broad money),1.393 (%),6.757 (%),-2.191 (%),4.055 (annual %),1.474 (annual growth as % of broad money),-1.935 (annual growth as % of broad money),1.201 (%),6.513 (%),-1.543 (%),11.037 (annual %),2.396 (annual growth as % of broad money),-7.580 (annual growth as % of broad money),1.231 (%),6.404 (%),2.120 (%)
"남아메리카",세인트빈센트그레나딘,12.782 (annual %),0.025 (annual growth as % of broad money),-3.148 (annual growth as % of broad money),1.726 (%),7.650 (%),8.074 (%),0.182 (annual %),-0.602 (annual growth as % of broad money),1.112 (annual growth as % of broad money),1.359 (%),7.392 (%),3.857 (%),4.016 (annual %),1.975 (annual growth as % of broad money),7.643 (annual growth as % of broad money),1.238 (%),7.163 (%),3.008 (%)
"남아메리카",수리남,43.907 (annual %),6.044 (annual growth as % of broad money),-3.254 (annual growth as % of broad money),6.864 (%),14.889 (%),-28.504 (%),46.855 (annual %),16.402 (annual growth as % of broad money),-11.668 (annual growth as % of broad money),7.295 (%),14.748 (%),-20.252 (%),19.616 (annual %),5.373 (annual growth as % of broad money),-13.240 (annual growth as % of broad money),8.672 (%),14.173 (%),-25.039 (%)
"남아메리카",트리니다드토바고,1.678 (annual %),0.474 (annual growth as % of broad money),1.327 (annual growth as % of broad money),1.500 (%),7.438 (%),-9.787 (%),1.867 (annual %),3.963 (annual growth as % of broad money),-2.965 (annual growth as % of broad money),1.500 (%),7.490 (%),-11.029 (%),1.383 (annual %),5.352 (annual growth as % of broad money),4.941 (annual growth as % of broad money),1.500 (%),7.521 (%),17.315 (%)
"남아메리카",우루과이,16.817 (annual %),5.934 (annual growth as % of broad money),-0.531 (annual growth as % of broad money),3.799 (%),7.451 (%),-3.355 (%),-1.717 (annual %),4.338 (annual growth as % of broad money),1.452 (annual growth as % of broad money),6.235 (%),10.865 (%),6.351 (%),1.338 (annual %),6.799 (annual growth as % of broad money),4.397 (annual growth as % of broad money),8.101 (%),11.895 (%),8.184 (%)
"유럽",알바니아,8.601 (annual %),4.094 (annual growth as % of broad money),-1.604 (annual growth as % of broad money),0.478 (%),6.022 (%),2.482 (%),4.865 (annual %),3.018 (annual growth as % of broad money),5.024 (annual growth as % of broad money),0.731 (%),6.507 (%),-3.058 (%),2.347 (annual %),1.862 (annual growth as % of broad money),-1.431 (annual growth as % of broad money),1.348 (%),6.352 (%),1.720 (%)
"유럽",벨라루스,6.990 (annual %),3.044 (annual growth as % of broad money),5.167 (annual growth as % of broad money),8.354 (%),10.118 (%),-4.517 (%),-,-,-,8.421 (%),12.716 (%),-1.888 (%),-,-,-,4.852 (%),9.962 (%),2.416 (%)
"유럽",보스니아-헤르체고비나,11.564 (annual %),2.760 (annual growth as % of broad money),-1.980 (annual growth as % of broad money),0.576 (%),3.201 (%),-1.680 (%),5.472 (annual %),3.428 (annual growth as % of broad money),0.909 (annual growth as % of broad money),0.641 (%),3.361 (%),-7.556 (%),7.674 (annual %),4.656 (annual growth as % of broad money),1.908 (annual growth as % of broad money),1.175 (%),4.112 (%),-1.345 (%)
"유럽",불가리아,10.699 (annual %),5.228 (annual growth as % of broad money),2.143 (annual growth as % of broad money),0.016 (%),4.116 (%),-2.817 (%),13.195 (annual %),7.496 (annual growth as % of broad money),-2.677 (annual growth as % of broad money),0.020 (%),3.746 (%),-10.704 (%),8.698 (annual %),7.048 (annual growth as % of broad money),1.487 (annual growth as % of broad money),0.097 (%),4.433 (%),-2.862 (%)
"유럽",체코,6.769 (annual %),7.471 (annual growth as % of broad money),1.370 (annual growth as % of broad money),0.233 (%),3.202 (%),-0.122 (%),6.106 (annual %),6.323 (annual growth as % of broad money),2.705 (annual growth as % of broad money),1.398 (%),4.225 (%),-3.982 (%),9.730 (annual %),1.673 (annual growth as % of broad money),3.271 (annual growth as % of broad money),2.412 (%),4.683 (%),-3.567 (%)
"유럽",덴마크,-1.047 (annual %),-2.066 (annual growth as % of broad money),-1.011 (annual growth as % of broad money),-,-,-,10.903 (annual %),43.163 (annual growth as % of broad money),-3.520 (annual growth as % of broad money),-,-,-,5.529 (annual %),-16.648 (annual growth as % of broad money),-1.574 (annual growth as % of broad money),-,-,-
